po_id,orderdate,suppliername,suppliercountry,warehouseid,sku,productname,orderedqty,unitcost,expecteddeliverydate,actualdeliverydate,receivingstore,postatus,receivedqty,deliveryperformance,potype
PO-001663,2025-12-06,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,29,5.262,2025-12-11,2025-12-11,Boston Flagship,Received,29,OnTime,Regular
PO-001664,2026-01-03,titan food brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,30,5.2153,2026-01-08,2026-01-08,Boston Flagship,Received,30,OnTime,Regular
PO-001665,2026-02-02,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,28,5.2649,2026-02-07,,Boston Flagship,Received,28,OnTime,Regular
PO-001666,2026-02-14,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,27,5.2574,2026-02-19,2026-02-21,Boston Flagship,Received,27,Late,Regular
PO-001667,2026-03-17,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,32,5.3816,2026-03-22,2026-03-22,Boston Flagship,Received,32,OnTime,Regular
PO-001668,2026-03-30,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,24,5.3319,2026-04-04,2026-04-04,Boston Flagship,Received,24,OnTime,Regular
PO-001669,2026-04-25,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,25,5.3147,2026-04-30,2026-04-30,Boston Flagship,Received,25,OnTime,Regular
PO-001670,2026-05-22,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,28,5.285,2026-05-27,2026-05-27,Boston Flagship,Received,28,OnTime,Regular
PO-001671,2026-06-29,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,32,5.4939,2026-07-04,2026-07-04,Boston Flagship,Received,32,OnTime,Regular
PO-001672,2026-07-15,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,33,5.42,2026-07-20,2026-07-20,Boston Flagship,Received,33,OnTime,Regular
PO-001673,2026-08-19,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,37,5.3785,2026-08-24,2026-08-24,Boston Flagship,Received,37,OnTime,Regular
PO-001674,2026-09-21,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,30,5.4024,2026-09-26,2026-09-26,Boston Flagship,Received,30,OnTime,Regular
PO-001675,2026-10-17,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,31,5.541,2026-10-22,2026-10-22,Boston Flagship,Partial,21,OnTime,Regular
PO-001676,2026-10-25,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,39,5.3736,2026-10-30,2026-10-30,Boston Flagship,Received,39,OnTime,Regular
PO-001677,2026-11-12,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,40,5.5252,2026-11-17,2026-11-17,Boston Flagship,Partial,32,OnTime,Regular
PO-001678,2026-11-23,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,32,5.4407,2026-11-28,2026-11-28,Boston Flagship,Received,32,OnTime,Regular
PO-001679,2026-12-04,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,32,5.3683,2026-12-09,2026-12-09,Boston Flagship,Received,32,OnTime,Regular
PO-001680,2026-12-19,Titan Food Brokers,USA,WH-001,PRD-0139,FreshFirst Vitamins Original,32,5.4818,2026-12-24,,Boston Flagship,Received,32,OnTime,Regular
PO-001681,2024-12-08,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,24,17.8189,2024-12-12,2024-12-12,Boston Flagship,Received,24,OnTime,Regular
PO-001682,2025-01-15,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,22,17.8785,2025-01-19,2025-01-19,Boston Flagship,Received,22,OnTime,Regular
PO-001683,2025-03-07,Sterling Wholesale,USA,WH-001,prd-0140,PureChoice Vitamins Classic,24,17.8911,2025-03-11,2025-03-11,Boston Flagship,Partial,21,OnTime,Regular
PO-001684,2025-03-14,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,22,18.1233,2025-03-18,2025-03-18,Boston Flagship,Received,22,OnTime,Regular
PO-001685,2025-03-30,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,25,17.7185,2025-04-03,2025-04-03,Boston Flagship,Received,25,OnTime,Regular
PO-001686,2025-05-06,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,25,17.8541,2025-05-10,2025-05-14,Boston Flagship,Received,25,Late,Regular
PO-001687,2025-06-11,Sterling Wholesale,,WH-001,PRD-0140,PureChoice Vitamins Classic,25,18.0526,2025-06-15,2025-06-15,Boston Flagship,Received,25,OnTime,Regular
PO-001688,2025-10-25,STERLING WHOLESALE,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,23,18.3099,2025-10-29,,Boston Flagship,Received,23,OnTime,Regular
PO-001689,2025-11-28,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,23,18.1847,2025-12-02,2025-12-02,Boston Flagship,Received,23,OnTime,Regular
PO-001690,2026-01-28,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,23,18.8127,2026-02-01,2026-02-06,Boston Flagship,Received,23,Late,Regular
PO-001691,2026-02-13,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,22,18.1462,2026-02-17,2026-02-17,Boston Flagship,Received,22,OnTime,Regular
PO-001692,2026-03-27,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,23,18.6969,2026-03-31,2026-03-31,Boston Flagship,Received,23,OnTime,Regular
PO-001693,2026-04-27,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,25,18.9012,2026-05-01,2026-05-01,Boston Flagship,Received,25,OnTime,Regular
PO-001694,2026-05-29,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,20,19.0378,2026-06-02,2026-06-02,Boston Flagship,Received,20,OnTime,Regular
PO-001695,2026-07-07,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,22,18.275,2026-07-11,2026-07-11,Boston Flagship,Received,22,OnTime,Regular
PO-001696,2026-08-30,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,23,18.4761,2026-09-03,2026-09-03,Boston Flagship,Received,23,OnTime,Regular
PO-001697,2026-10-13,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,20,18.4443,2026-10-17,2026-10-17,Boston Flagship,Received,20,OnTime,Regular
PO-001698,2026-12-06,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,25,18.5563,2026-12-10,2026-12-10,Boston Flagship,Received,25,OnTime,Regular
PO-001699,2026-12-19,Sterling Wholesale,USA,WH-001,PRD-0140,PureChoice Vitamins Classic,25,19.1078,2026-12-23,2026-12-23,Boston Flagship,Received,25,OnTime,Regular
PO-001700,2024-10-02,PrimePack Industries,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,27,5.8819,2024-10-07,2024-10-07,Boston Flagship,Received,27,OnTime,Regular
PO-001701,2024-11-17,PrimePack Industries,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,24,5.9037,2024-11-22,2024-11-22,Boston Flagship,Received,24,OnTime,Regular
PO-001702,2024-12-22,PrimePack Industries,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,23,6.0499,2024-12-27,2024-12-27,Boston Flagship,Received,23,OnTime,Regular
PO-001703,2025-02-21,PrimePack Industries,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,24,5.858,2025-02-26,2025-02-26,Boston Flagship,Received,24,OnTime,Regular
PO-001704,2025-05-22,PrimePack Industries,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,19,5.9077,2025-05-27,2025-05-27,Boston Flagship,Received,19,OnTime,Regular
PO-001705,2025-10-11,PrimePack Industries,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,15,6.2271,2025-10-16,2025-10-16,Boston Flagship,Received,15,OnTime,Regular
PO-001706,2025-10-17,PrimePack Industries,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,16,5.9857,2025-10-22,2025-10-22,Boston Flagship,Received,16,OnTime,Regular
PO-001707,2025-12-06,PRIMEPACK INDUSTRIES,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,14,6.0705,2025-12-11,2025-12-11,Boston Flagship,Received,14,OnTime,Regular
PO-001708,2025-12-11,PrimePack Industries,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,15,6.1156,2025-12-16,2025-12-16,Boston Flagship,Received,15,OnTime,Regular
PO-001709,2026-02-14,PrimePack Industries,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,12,6.2797,2026-02-19,2026-02-19,Boston Flagship,Received,12,OnTime,Regular
PO-001710,2026-03-18,PrimePack Industries,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,15,6.024,2026-03-23,2026-03-27,Boston Flagship,Received,15,Late,Regular
PO-001711,2026-04-09,PrimePack Industries,USA,WH-001,PRD-0141,UrbanHarvest Vitamins Pro,13,6.1602,2026-04-14,2026-04-14,Boston Flagship,Received,13,OnTime,Regular
PO-001712,2025-01-06,Vanguard Supplies,USA,WH-001,PRD-0142,GoldCrest Personal Care Pro,17,6.9396,2025-01-12,,Boston Flagship,Received,17,OnTime,Regular
PO-001713,2025-09-11,Vanguard Supplies,USA,WH-001,PRD-0142,GoldCrest Personal Care Pro,26,6.7784,2025-09-17,2025-09-17,Boston Flagship,Received,26,OnTime,Regular
PO-001714,2026-01-21,Vanguard Supplies,USA,WH-001,PRD-0142,GoldCrest Personal Care Pro,28,6.9331,2026-01-27,,Boston Flagship,Received,28,OnTime,Regular
PO-001715,2026-08-29,Vanguard Supplies,USA,WH-001,PRD-0142,GoldCrest Personal Care Pro,37,6.9488,2026-09-04,2026-09-04,Boston Flagship,Received,37,OnTime,Regular
PO-001716,2025-01-07,Solaris Trading Co.,UAE,WH-001,PRD-0143,QuickServe Personal Care Premium,21,10.0717,2025-01-23,,Boston Flagship,Received,21,OnTime,Regular
PO-001717,2026-06-02,Solaris Trading Co.,UAE,WH-001,PRD-0143,QuickServe Personal Care Premium,25,9.1302,2026-06-18,2026-06-18,Boston Flagship,Received,25,OnTime,Regular
PO-001718,2024-10-07,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,30,5.0153,2024-10-14,2024-10-14,Boston Flagship,Received,30,OnTime,Regular
PO-001719,2024-10-27,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,20,4.8676,2024-11-03,2024-11-03,Boston Flagship,Received,20,OnTime,Regular
PO-001720,2024-11-12,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,28,4.8856,2024-11-19,2024-11-19,Boston Flagship,Received,28,OnTime,Regular
PO-001721,2024-11-26,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,19,5.113,2024-12-03,2024-12-03,Boston Flagship,Received,19,OnTime,Regular
PO-001722,2024-12-06,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,27,5.0914,2024-12-13,2024-12-17,Boston Flagship,Received,27,Late,Regular
PO-001723,2025-01-17,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,27,5.1287,2025-01-24,2025-01-24,Boston Flagship,Received,27,OnTime,Regular
PO-001724,2025-02-02,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,17,4.9633,2025-02-09,2025-02-09,Boston Flagship,Received,17,OnTime,Regular
PO-001725,2025-03-13,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,25,4.9488,2025-03-20,2025-03-20,Boston Flagship,Received,25,OnTime,Regular
PO-001726,2025-06-07,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,21,5.003,2025-06-14,2025-06-14,Boston Flagship,Received,21,OnTime,Regular
PO-001727,2025-06-26,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,18,4.9836,2025-07-03,2025-07-03,Boston Flagship,Received,18,OnTime,Regular
PO-001728,2025-07-23,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,15,5.0808,2025-07-30,2025-07-30,Boston Flagship,Received,15,OnTime,Regular
PO-001729,2025-10-18,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,15,5.0144,2025-10-25,2025-10-25,Boston Flagship,Received,15,OnTime,Regular
PO-001730,2025-11-30,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,14,5.2261,2025-12-07,2025-12-07,Boston Flagship,Received,14,OnTime,Regular
PO-001731,2025-12-07,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,10,5.237,2025-12-14,2025-12-14,Boston Flagship,Received,10,OnTime,Regular
PO-001732,2025-12-20,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,12,5.2102,2025-12-27,2025-12-27,Boston Flagship,Received,12,OnTime,Regular
PO-001733,2025-12-31,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,11,5.0433,2026-01-07,,Boston Flagship,Received,11,OnTime,Regular
PO-001734,2026-01-27,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,14,5.2278,2026-02-03,2026-02-10,Boston Flagship,Received,14,Late,Regular
PO-001735,2026-03-06,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,15,5.1927,2026-03-13,2026-03-13,Boston Flagship,Received,15,OnTime,Regular
PO-001736,2026-04-09,Brightway Products,,WH-001,PRD-0144,OptimaFood Personal Care Value,11,5.0788,2026-04-16,2026-04-16,Boston Flagship,Received,11,OnTime,Regular
PO-001737,2026-05-01,Brightway Products,USA,WH-001,PRD 0144,OptimaFood Personal Care Value,11,5.0664,2026-05-08,2026-05-08,Boston Flagship,Received,11,OnTime,Regular
PO-001738,2026-05-19,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,15,5.3005,2026-05-26,2026-05-26,Boston Flagship,Received,15,OnTime,Regular
PO-001739,2026-06-02,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,13,5.1146,2026-06-09,2026-06-09,Boston Flagship,Received,13,OnTime,Regular
PO-001740,2026-06-29,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,12,5.2969,2026-07-06,2026-07-11,Boston Flagship,Received,12,Late,Regular
PO-001741,2026-08-23,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,15,5.3403,2026-08-30,2026-08-30,Boston Flagship,Received,15,OnTime,Regular
PO-001742,2026-09-01,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,12,5.1864,2026-09-08,2026-09-08,Boston Flagship,Received,12,OnTime,Regular
PO-001743,2026-10-07,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,15,5.2047,2026-10-14,2026-10-14,Boston Flagship,Received,15,OnTime,Regular
PO-001744,2026-10-24,Brightway Products,USA,WH-001,PRD-0144,OptimaFood Personal Care Value,13,5.1979,2026-10-31,2026-10-29,Boston Flagship,Received,13,Early,Regular
PO-001745,2024-10-20,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,25,7.7848,2024-10-26,2024-10-26,Boston Flagship,Received,25,OnTime,Regular
PO-001746,2024-12-07,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,20,7.7876,2024-12-13,2024-12-13,Boston Flagship,Received,20,OnTime,Regular
PO-001747,2025-01-26,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,23,8.0372,2025-02-01,2025-02-01,Boston Flagship,Received,23,OnTime,Regular
PO-001748,2025-03-06,suncoast distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,21,7.9094,2025-03-12,2025-03-12,Boston Flagship,Received,21,OnTime,Regular
PO-001749,2025-03-27,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,21,8.0038,2025-04-02,2025-04-02,Boston Flagship,Partial,13,OnTime,Regular
PO-001750,2025-04-17,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,25,7.857,2025-04-23,2025-04-21,Boston Flagship,Received,25,Early,Regular
PO-001751,2025-05-20,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,20,7.9178,2025-05-26,2025-05-26,Boston Flagship,Partial,17,OnTime,Regular
PO-001752,2025-07-02,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,25,8.09,2025-07-08,2025-07-08,Boston Flagship,Received,25,OnTime,Regular
PO-001753,2025-09-15,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,20,8.1059,2025-09-21,2025-09-21,Boston Flagship,Received,20,OnTime,Regular
PO-001754,2025-11-16,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,25,8.1822,2025-11-22,2025-11-26,Boston Flagship,Received,25,Late,Regular
PO-001755,2026-04-01,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,20,8.1595,2026-04-07,2026-04-07,Boston Flagship,Received,20,OnTime,Regular
PO-001756,2026-05-27,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,25,8.157,2026-06-02,2026-06-02,Boston Flagship,Received,25,OnTime,Regular
PO-001757,2026-09-19,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,24,8.1162,2026-09-25,2026-09-25,Boston Flagship,Received,24,OnTime,Regular
PO-001758,2026-11-19,SunCoast Distributors,USA,WH-001,PRD-0145,QuickServe Personal Care Pro,25,8.3799,2026-11-25,2026-11-25,Boston Flagship,Received,25,OnTime,Regular
PO-001759,2024-10-01,GreenLeaf Organics,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,12,3.3276,2024-10-04,2024-10-07,Boston Flagship,Received,12,Late,Regular
PO-001760,2024-10-30,GreenLeaf Organics,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,13,3.2861,2024-11-02,2024-11-02,Boston Flagship,Received,13,OnTime,Regular
PO-001761,2025-01-08,GreenLeaf Organics,USA,WH-001,PRD 0146,UrbanHarvest Personal Care Lite,16,3.3406,2025-01-11,2025-01-10,Boston Flagship,Received,16,Early,Regular
PO-001762,2025-05-01,GreenLeaf Organics,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,18,3.2529,2025-05-04,2025-05-04,Boston Flagship,Received,18,OnTime,Regular
PO-001763,2025-07-09,GreenLeaf Organics,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,21,3.3044,2025-07-12,2025-07-12,Boston Flagship,Received,21,OnTime,Regular
PO-001764,2025-07-25,GreenLeaf Organics,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,19,3.3182,2025-07-28,2025-07-28,Boston Flagship,Received,19,OnTime,Regular
PO-001765,2025-10-14,GreenLeaf Organics,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,22,3.2801,2025-10-17,2025-10-17,Boston Flagship,Received,22,OnTime,Regular
PO-001766,2025-12-13,GREENLEAF ORGANICS,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,25,3.4313,2025-12-16,2025-12-16,Boston Flagship,Received,25,OnTime,Regular
PO-001767,2026-01-02,GreenLeaf Organics,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,27,3.3839,2026-01-05,2026-01-05,Boston Flagship,Received,27,OnTime,Regular
PO-001768,2026-01-05,GreenLeaf Organics,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,25,3.3341,2026-01-08,2026-01-08,Boston Flagship,Received,25,OnTime,Regular
PO-001769,2026-05-12,GreenLeaf Organics,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,34,3.4841,2026-05-15,2026-05-15,Boston Flagship,Received,34,OnTime,Regular
PO-001770,2026-09-23,GreenLeaf Organics,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,38,3.4527,2026-09-26,2026-09-26,Boston Flagship,Received,38,OnTime,Regular
PO-001771,2026-12-05,GreenLeaf Organics,USA,WH-001,PRD-0146,UrbanHarvest Personal Care Lite,33,3.4631,2026-12-08,2026-12-08,Boston Flagship,Received,33,OnTime,Regular
PO-001772,2024-12-28,OmniSource Global,China,WH-001,PRD-0147,SunRise Personal Care Value,17,12.1001,2025-01-25,2025-01-25,Boston Flagship,Partial,10,OnTime,Regular
PO-001773,2025-12-21,OmniSource Global,China,WH-001,PRD-0147,SunRise Personal Care Value,18,11.9798,2026-01-18,2026-02-01,Boston Flagship,Received,18,Late,Regular
PO-001774,2024-10-01,CASCADE NATURAL FOODS,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,30,8.3571,2024-10-05,2024-10-05,Boston Flagship,Received,30,OnTime,Regular
PO-001775,2024-12-21,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,23,8.0854,2024-12-25,2024-12-25,Boston Flagship,Received,23,OnTime,Regular
PO-001776,2025-03-11,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,20,8.2715,2025-03-15,2025-03-15,Boston Flagship,Received,20,OnTime,Regular
PO-001777,2025-03-27,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,23,8.3816,2025-03-31,2025-04-05,Boston Flagship,Received,23,Late,Regular
PO-001778,2025-05-18,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,23,8.1942,2025-05-22,2025-05-22,Boston Flagship,Received,23,OnTime,Regular
PO-001779,2025-09-24,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,19,8.5453,2025-09-28,2025-09-27,Boston Flagship,Received,19,Early,Regular
PO-001780,2025-12-07,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,12,8.3998,2025-12-11,2025-12-11,Boston Flagship,Received,12,OnTime,Regular
PO-001781,2026-02-22,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,15,8.4725,2026-02-26,2026-02-26,Boston Flagship,Received,15,OnTime,Regular
PO-001782,2026-04-05,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,14,8.3224,2026-04-09,2026-04-09,Boston Flagship,Received,14,OnTime,Regular
PO-001783,2026-05-08,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,13,8.3234,2026-05-12,2026-05-12,Boston Flagship,Received,13,OnTime,Regular
PO-001784,2026-07-05,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,15,8.5879,2026-07-09,2026-07-09,Boston Flagship,Received,15,OnTime,Regular
PO-001785,2026-07-10,CASCADE NATURAL FOODS,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,13,8.4604,2026-07-14,2026-07-12,Boston Flagship,Received,13,Early,Regular
PO-001786,2026-11-17,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,15,8.7273,2026-11-21,2026-11-21,Boston Flagship,Received,15,OnTime,Regular
PO-001787,2026-12-22,Cascade Natural Foods,USA,WH-001,PRD-0148,EverGreen Personal Care Classic,12,8.7487,2026-12-26,2026-12-26,Boston Flagship,Received,12,OnTime,Regular
PO-001788,2024-12-03,Vanguard Supplies,USA,WH-001,P-0149,QuickServe OTC Medicine Premium,19,12.4618,2024-12-09,2024-12-09,Boston Flagship,Received,19,OnTime,Regular
PO-001789,2024-12-19,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,19,12.7643,2024-12-25,2024-12-25,Boston Flagship,Received,19,OnTime,Regular
PO-001790,2024-12-31,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,12.7478,2025-01-06,2025-01-06,Boston Flagship,Received,25,OnTime,Regular
PO-001791,2025-01-27,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,12.6432,2025-02-02,2025-02-02,Boston Flagship,Received,25,OnTime,Regular
PO-001792,2025-02-14,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,12.8062,2025-02-20,,Boston Flagship,Received,25,Late,Regular
PO-001793,2025-03-11,VANGUARD SUPPLIES,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,20,12.5339,2025-03-17,2025-03-15,Boston Flagship,Received,20,Early,Regular
PO-001794,2025-04-03,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,23,12.5251,2025-04-09,2025-04-08,Boston Flagship,Received,23,Early,Regular
PO-001795,2025-04-13,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,23,12.5011,2025-04-19,2025-04-19,Boston Flagship,Received,23,OnTime,Regular
PO-001796,2025-05-10,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,12.8283,2025-05-16,2025-05-16,Boston Flagship,Received,25,OnTime,Regular
PO-001797,2025-06-13,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,12.8614,2025-06-19,2025-06-19,Boston Flagship,Received,25,OnTime,Regular
PO-001798,2025-07-24,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,19,12.7083,2025-07-30,2025-07-30,Boston Flagship,Received,19,OnTime,Regular
PO-001799,2025-08-28,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,12.6604,2025-09-03,2025-09-03,Boston Flagship,Partial,21,OnTime,Regular
PO-001800,2025-09-11,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,13.1033,2025-09-17,2025-09-17,Boston Flagship,Partial,20,OnTime,Regular
PO-001801,2025-10-19,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,20,13.0174,2025-10-25,2025-10-25,Boston Flagship,Received,20,OnTime,Regular
PO-001802,2025-11-21,VANGUARD SUPPLIES,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,13.1707,2025-11-27,2025-11-27,Boston Flagship,Received,25,OnTime,Regular
PO-001803,2025-12-16,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,12.7841,2025-12-22,2025-12-22,Boston Flagship,Received,25,OnTime,Regular
PO-001804,2026-01-11,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,13.0321,2026-01-17,2026-01-17,Boston Flagship,Received,25,OnTime,Regular
PO-001805,2026-02-08,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,13.0799,2026-02-14,2026-02-14,Boston Flagship,Received,25,OnTime,Regular
PO-001806,2026-03-02,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,12.9132,2026-03-08,2026-03-08,Boston Flagship,Received,25,OnTime,Regular
PO-001807,2026-06-02,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,13.1757,2026-06-08,2026-06-06,Boston Flagship,Received,25,Early,Regular
PO-001808,2026-08-07,Vanguard Supplies,USA,WH-001,PRD-0149,QuickServe OTC Medicine Premium,25,13.3318,2026-08-13,2026-08-12,Boston Flagship,Received,25,Early,Regular
