ReturnID,ReturnDate,InvoiceID,StoreName,SKU,ProductName,Category,ReturnedQty,ReturnReason,RefundAmount
RET-000381,2026-01-18,INV-0066577,Indianapolis Standard,PRD-0144,OptimaFood Personal Care Value,Health & Beauty,1,Expired,6.57
RET-000382,2026-02-22,INV-0076334,Raleigh Standard,PRD-0033,NaturePath Energy Drinks Plus,Beverages,7,Damaged,23.32
RET-000383,2026-09-08,INV-0044139,Columbus Standard,PRD-0035,ElitePro Energy Drinks Select,Beverages,5,Quality Issue,10.6
RET-000384,2026-10-02,INV-0013601,Atlanta Flagship,PRD-0134,PureChoice Vitamins Deluxe,Health & Beauty,4,Customer Return,74.98
RET-000385,2025-12-22,INV-0025849,Denver Standard,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,1,Customer Return,10.35
RET-000386,2025-08-06,INV-0040222,Charlotte Standard,PRD-0098,CoastalSelect Condiments Plus 1000g,Grocery,10,Customer Return,60.65
RET-000387,2026-12-09,INV-0043443,Columbus Standard,PRD-0015,QuickServe Juices Premium,Beverages,1,Customer Return,4.34
RET-000388,2026-07-27,INV-0045800,Columbus Standard,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,1,Incorrect Shipment,8.8
RET-000389,2025-04-27,INV-0008235,Atlanta Flagship,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,4,Incorrect Shipment,9.13
RET-000390,2026-12-31,INV-0080534,Milwaukee Compact,PRD-0161,PureChoice Cleaning Products Pro,Household,1,Damaged,7.5
RET-000391,2026-12-31,INV-0049206,Tampa Compact,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,4,Customer Return,11.64
RET-000392,2025-02-05,INV-0035153,Philadelphia Standard,PRD-0152,CoastalSelect OTC Medicine Original,Health & Beauty,2,Incorrect Shipment,45.14
RET-000393,2025-05-25,INV-0000564,Boston Flagship,PRD0011,ElitePro Carbonated Drinks Pro,Beverages,2,Expired,5.63
RET-000394,2025-07-26,INV-0059983,Providence Express,PRD-0072,FreshFirst Cheese Select,Dairy,1,Quality Issue,5.83
RET-000395,2025-06-10,INV-0053499,Tampa Compact,PRD-0154,GoldCrest OTC Medicine Pro,Health & Beauty,4,Damaged,64.45
RET-000396,2026-04-20,INV-0060390,Providence Express,PRD 0086,BluePeak Canned Goods Select 1000g,Grocery,5,Customer Return,7.43
RET-000397,2026-07-17,INV-0072470,Salt Lake City Express,PRD-0121,CoastalSelect Frozen Vegetables Value,Frozen Foods,1,Expired,5.2
RET-000398,2026-03-14,INV-0004631,Boston Flagship,PRD-0096,EverGreen Condiments Premium 500g,Grocery,1,Expired,8.1
RET-000399,2025-12-29,INV-0035084,Philadelphia Standard,PRD-0149,QuickServe OTC Medicine Premium,Health & Beauty,1,Customer Return,16.83
RET-000400,2026-08-30,INV-0004940,Boston Flagship,PRD-0105,HomeComfort Pasta & Grains Premium 400g,Grocery,1,Expired,2.26
RET-000401,2026-12-03,INV-0047852,Columbus Standard,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,1,Damaged,8.81
RET-000402,2026-06-03,INV-0016354,Chicago Flagship,PRD-0039,UrbanHarvest Chips & Crisps Plus 1000g,Snacks,4,Customer Return,17.59
RET-000403,2026-10-18,INV-0034971,Philadelphia Standard,PRD-0146,UrbanHarvest Personal Care Lite,Health & Beauty,1,Quality Issue,4.12
RET-000404,2026-10-07,INV-0079465,Hartford Express,PRD-0155,QuickServe Cleaning Products Original,Household,1,Damaged,3.01
RET-000405,2026-02-15,INV-0007931,Atlanta Flagship,PRD-0003,EverGreen Carbonated Drinks Deluxe,Beverages,2,Damaged,3.01
RET-000406,2025-09-12,INV-0028085,Philadelphia Standard,PRD-0004,PureChoice Carbonated Drinks Classic,Beverages,1,Damaged,1.05
RET-000407,2026-03-06,INV-0009596,Atlanta Flagship,PRD-0038,UrbanHarvest Chips & Crisps Deluxe 300g,Snacks,9,Customer Return,28.23
RET-000408,2025-11-06,INV-0044922,Columbus Standard,PRD-0060,QuickServe Cookies & Bars Deluxe 400g,Snacks,1,Damaged,3.64
RET-000409,2026-07-05,INV-0007864,Atlanta Flagship,PRD-0002,PureChoice Carbonated Drinks Plus,Beverages,1,Customer Return,2.05
RET-000410,2026-02-22,INV-0049151,Tampa Compact,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,1,Incorrect Shipment,2.89
RET-000411,2024-12-24,INV-0030537,Philadelphia Standard,PRD-0055,OptimaFood Nuts & Seeds Select 400g,Snacks,1,Quality Issue,9.44
RET-000412,2025-08-04,INV-0027273,Denver Standard,PRD-0149,QuickServe OTC Medicine Premium,Health & Beauty,5,Damaged,79.66
RET-000413,2026-06-10,INV-0078124,Hartford Express,PRD-0022,ElitePro Juices Lite,Beverages,3,Expired,11.0
RET-000414,2026-08-08,INV-0023181,Denver Standard,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,4,Expired,8.54
RET-000415,2026-07-01,INV-0016249,Chicago Flagship,PRD-0035,ElitePro Energy Drinks Select,Beverages,8,Quality Issue,16.99
RET-000416,2025-11-12,INV-0051246,Tampa Compact,PRD-0076,ClearSpring Yogurt Plus,Dairy,7,Incorrect Shipment,18.41
RET-000417,2025-11-03,INV-0018446,Chicago Flagship,PRD-0088,UrbanHarvest Canned Goods Original 500g,Grocery,1,Expired,2.21
RET-000418,2024-12-02,INV-0036207,Charlotte Standard,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,9,Expired,21.68
RET-000419,2025-03-25,INV-0037185,Charlotte Standard,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,5,Expired,10.26
RET-000420,2026-06-12,INV-0029741,Philadelphia Standard,PRD-0035,ElitePro Energy Drinks Select,Beverages,1,Incorrect Shipment,2.21
RET-000421,2025-12-27,INV-0011543,Atlanta Flagship,PRD-0087,HomeComfort Canned Goods Original 200g,Grocery,1,Customer Return,1.45
RET-000422,2024-12-27,INV-0006907,Boston Flagship,PRD-0146,UrbanHarvest Personal Care Lite,Health & Beauty,1,Incorrect Shipment,3.94
RET-000423,2026-02-11,INV-0035289,Philadelphia Standard,PRD-0155,QuickServe Cleaning Products Original,Household,5,Incorrect Shipment,16.0
RET-000424,2026-05-09,INV-0058659,Providence Express,PRD-0026,CoastalSelect Water & Sparkling Original,Beverages,1,Customer Return,0.74
RET-000425,2025-05-15,INV-0048508,Columbus Standard,PRD-0158,ElitePro Cleaning Products Deluxe,Household,1,Customer Return,4.52
RET-000426,2026-10-16,INV-0039911,Charlotte Standard,PRD-0092,CoastalSelect Canned Goods Pro 500g,Grocery,4,Quality Issue,11.4
RET-000427,2026-08-06,INV-0074787,Detroit Compact,PRD-0098,CoastalSelect Condiments Plus 1000g,Grocery,5,Incorrect Shipment,30.0
RET-000428,2026-07-31,INV-0070602,Nashville Compact,PRD-0162,NaturePath Cleaning Products Plus,Household,1,Expired,3.55
RET-000429,2026-12-13,INV-0014170,Atlanta Flagship,PRD-0152,CoastalSelect OTC Medicine Original,Health & Beauty,4,Quality Issue,93.53
RET-000430,2026-11-30,INV-0074764,Detroit Compact,PRD-0096,EverGreen Condiments Premium 500g,Grocery,6,Customer Return,45.15
RET-000431,2025-10-22,INV-0023104,Denver Standard,PRD-0029,SunRise Water & Sparkling Classic,Beverages,4,Customer Return,3.4
RET-000432,2026-07-26,INV-0072906,Salt Lake City Express,PRD-0149,QuickServe OTC Medicine Premium,Health & Beauty,3,Expired,51.58
RET-000433,2025-11-05,INV-0025267,Denver Standard,PRD-0092,CoastalSelect Canned Goods Pro 500g,Grocery,4,Quality Issue,11.48
RET-000434,2025-11-30,INV-0056082,Phoenix Compact,PRD-0094,SunRise Canned Goods Value 200g,Grocery,1,Incorrect Shipment,3.77
RET-000435,2026-04-27,INV-0079304,Hartford Express,PRD-0139,FreshFirst Vitamins Original,Health & Beauty,1,Damaged,7.99
RET-000436,2025-11-11,INV-0007037,Boston Flagship,PRD-0149,QuickServe OTC Medicine Premium,Health & Beauty,3,Incorrect Shipment,48.95
RET-000437,2026-05-18,INV-0002339,Boston Flagship,PRD-0047,EverGreen Chips & Crisps Plus 300g,Snacks,4,Damaged,5.5
RET-000438,2026-12-31,INV-0013066,Atlanta Flagship,PRD-0120,HomeComfort Frozen Vegetables Classic,Frozen Foods,3,Quality Issue,17.19
RET-000439,2026-10-14,INV-0000536,Boston Flagship,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,4,Customer Return,9.63
RET-000440,2024-12-29,INV-0002993,Boston Flagship,PRD-0065,NaturePath Cheese Classic,Dairy,8,Expired,48.54
RET-000441,2025-11-18,INV-0005674,Boston Flagship,PRD-0120,HomeComfort Frozen Vegetables Classic,Frozen Foods,1,Incorrect Shipment,4.91
RET-000442,2026-11-13,INV-0072812,Salt Lake City Express,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,2,Incorrect Shipment,45.72
RET-000443,2026-01-31,INV-0053246,Tampa Compact,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,1,Customer Return,22.63
RET-000444,2026-11-20,INV-0058720,Providence Express,PRD-0027,ValuBrand Water & Sparkling Plus,Beverages,1,Damaged,1.51
RET-000445,2025-08-30,INV-0015260,Chicago Flagship,PRD-0012,PureChoice Carbonated Drinks Lite,Beverages,1,Damaged,2.92
RET-000446,2026-09-05,INV-0007523,Boston Flagship,PRD-0159,ElitePro Cleaning Products Lite,Household,4,Expired,46.15
RET-000447,2026-03-11,INV-0027656,Denver Standard,PRD-0159,ElitePro Cleaning Products Lite,Household,4,Customer Return,39.14
RET-000448,2026-11-17,INV-0075648,Detroit Compact,PRD-0155,QuickServe Cleaning Products Original,Household,2,Customer Return,6.47
RET-000449,2025-05-29,INV-0039248,Charlotte Standard,PRD 0078,ValuBrand Yogurt Classic,Dairy,2,Customer Return,7.94
RET-000450,2025-06-29,INV-0020160,Chicago Flagship,PRD-0123,NaturePath Frozen Vegetables Original,Frozen Foods,5,Customer Return,42.48
RET-000451,2026-12-09,INV-0028450,Philadelphia Standard,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,2,Damaged,4.8
RET-000452,2025-04-13,INV-0004581,Boston Flagship,PRD-0096,EverGreen Condiments Premium 500g,Grocery,4,Customer Return,32.56
RET-000453,2026-06-03,INV-0026097,Denver Standard,PRD-0116,CoastalSelect Frozen Meals Select,Frozen Foods,2,Expired,22.98
RET-000454,2026-09-13,INV-0045691,Columbus Standard,PRD-0078,ValuBrand Yogurt Classic,Dairy,5,Incorrect Shipment,20.09
RET-000455,2026-11-25,INV-0001942,Boston Flagship,PRD-0035,ElitePro Energy Drinks Select,Beverages,1,Damaged,2.21
RET-000456,2026-06-07,INV-0009812,Atlanta Flagship,PRD-0044,EverGreen Chips & Crisps Original 300g,Snacks,5,Expired,17.59
RET-000457,2026-07-08,INV-0045739,Columbus Standard,PRD-0081,PureChoice Butter & Spreads Lite,Dairy,6,Customer Return,49.73
RET-000458,2025-03-02,INV-0012185,Atlanta Flagship,PRD-0100,FreshFirst Condiments Pro 250g,Grocery,2,Customer Return,13.51
RET-000459,2026-06-18,INV-0037269,Charlotte Standard,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,1,Expired,2.09
RET-000460,2025-12-05,INV-0068535,Nashville Compact,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,1,Damaged,2.55
RET-000461,2026-10-29,INV-0075793,Detroit Compact,PRD-0163,SunRise Paper Products Premium,Household,1,Damaged,7.86
RET-000462,2026-07-10,INV-0022684,Denver Standard,PRD-0015,QuickServe Juices Premium,Beverages,1,Quality Issue,4.52
RET-000463,2026-09-10,INV-0075124,Detroit Compact,PRD-0119,PureChoice Frozen Meals Lite,Frozen Foods,1,Damaged,6.88
RET-000464,2025-12-11,INV-0065671,Indianapolis Standard,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,1,Quality Issue,11.82
RET-000465,2026-05-21,INV-0063025,Indianapolis Standard,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,2,Customer Return,4.94
RET-000466,2025-10-30,INV-0066353,Indianapolis Standard,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,1,Customer Return,7.63
RET-000467,2026-02-21,INV-0014967,Chicago Flagship,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,1,Customer Return,1.73
RET-000468,2025-05-31,INV-0045010,Columbus Standard,PRD-0063,OptimaFood Cookies & Bars Deluxe 200g,Snacks,1,Damaged,4.07
RET-000469,2026-12-31,INV-0074139,Detroit Compact,PRD-0062,PureChoice Cookies & Bars Deluxe 300g,Snacks,2,Damaged,6.07
RET-000470,2025-12-20,INV-0045733,Columbus Standard,PRD-0081,PureChoice Butter & Spreads Lite,Dairy,1,Customer Return,8.67
RET-000471,2026-12-19,INV-0076818,Raleigh Standard,PRD-0076,ClearSpring Yogurt Plus,Dairy,1,Incorrect Shipment,2.76
RET-000472,2025-06-10,INV-0020517,Chicago Flagship,PRD-0130,PureChoice Ice Cream Deluxe,Frozen Foods,3,Customer Return,25.86
RET-000473,2025-01-03,INV-0028317,Philadelphia Standard,PRD-0009,CoastalSelect Carbonated Drinks Deluxe,Beverages,1,Quality Issue,2.17
RET-000474,2025-04-25,INV-0050973,Tampa Compact,PRD-0067,EverGreen Cheese Classic,Dairy,4,Expired,57.45
RET-000475,2025-02-23,INV-0001374,Boston Flagship,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,3,Expired,5.02
RET-000476,2026-01-15,INV-0031073,Philadelphia Standard,PRD-0067,EverGreen Cheese Classic,Dairy,3,Customer Return,43.03
RET-000477,2025-09-28,INV-0027237,Denver Standard,PRD-0148,EverGreen Personal Care Classic,Health & Beauty,1,Quality Issue,10.33
RET-000478,2026-12-14,INV-0070495,Nashville Compact,PRD-0158,ElitePro Cleaning Products Deluxe,Household,2,Quality Issue,7.84
RET-000479,2025-10-27,INV-0034554,Philadelphia Standard,PRD-0139,FreshFirst Vitamins Original,Health & Beauty,4,Quality Issue,30.15
RET-000480,2026-05-13,INV-0073594,Detroit Compact,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,1,Customer Return,1.84
RET-000481,2026-11-10,INV-0077908,Hartford Express,PRD-0005,UrbanHarvest Carbonated Drinks Classic,Beverages,2,Damaged,3.67
RET-000482,2026-04-06,INV-0069741,Nashville Compact,PRD-0116,CoastalSelect Frozen Meals Select,Frozen Foods,4,Customer Return,51.23
RET-000483,2025-06-14,INV-0026796,Denver Standard,PRD-0137,FreshFirst Vitamins Plus,Health & Beauty,4,Expired,35.69
RET-000484,2025-08-30,INV-0023362,Denver Standard,PRD-0035,ElitePro Energy Drinks Select,Beverages,4,Expired,8.71
RET-000485,2026-06-04,INV-0037264,Charlotte Standard,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,1,Quality Issue,2.22
RET-000486,2026-04-21,INV-0069855,Nashville Compact,PRD-0121,CoastalSelect Frozen Vegetables Value,Frozen Foods,10,Expired,48.14
RET-000487,2025-10-27,INV-0024018,Denver Standard,PRD-0055,OptimaFood Nuts & Seeds Select 400g,Snacks,2,Expired,20.16
RET-000488,2024-11-04,INV-0027509,Denver Standard,PRD-0156,NaturePath Cleaning Products Lite,Household,1,Damaged,6.91
RET-000489,2026-08-22,INV-0079885,Milwaukee Compact,PRD-0054,QuickServe Nuts & Seeds Deluxe 500g,Snacks,4,Customer Return,22.35
RET-000490,2026-12-31,INV-0006706,Boston Flagship,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,1,Expired,21.36
RET-000491,2025-09-09,INV-0037898,Charlotte Standard,PRD-0045,PureChoice Chips & Crisps Value 500g,Snacks,1,Damaged,2.89
RET-000492,2026-08-27,INV-0025403,Denver Standard,PRD-0095,CoastalSelect Condiments Select 500g,Grocery,2,Customer Return,14.56
RET-000493,2026-09-27,INV-0074250,Detroit Compact,PRD-0071,CoastalSelect Cheese Lite,Dairy,2,Expired,23.95
RET-000494,2025-07-28,INV-0040116,Charlotte Standard,PRD-0096,EverGreen Condiments Premium 500g,Grocery,1,Quality Issue,8.32
RET-000495,2026-12-16,INV-0031812,Philadelphia Standard,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,3,Customer Return,26.76
RET-000496,2025-02-06,INV-0002777,Boston Flagship,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,2,Customer Return,5.56
RET-000497,2025-07-07,INV-0006299,Boston Flagship,PRD-0135,BluePeak Vitamins Select,Health & Beauty,77,Quality Issue,696.64
RET-000498,2026-01-21,INV-0062713,Providence Express,PRD-0163,SunRise Paper Products Premium,Household,4,Damaged,29.49
RET-000499,2025-06-22,INV-0042044,Charlotte Standard,PRD-0144,OptimaFood Personal Care Value,Health & Beauty,1,Incorrect Shipment,6.54
RET-000500,2026-04-09,INV-0045548,Columbus Standard,PRD-0076,ClearSpring Yogurt Plus,Dairy,1,Damaged,2.85
RET-000501,2025-10-14,INV-0057137,Phoenix Compact,PRD-0139,FreshFirst Vitamins Original,Health & Beauty,1,Customer Return,6.95
RET-000502,2026-03-12,INV-0064441,Indianapolis Standard,PRD-0065,NaturePath Cheese Classic,Dairy,1,Incorrect Shipment,6.28
RET-000503,2026-04-06,INV-0045437,Columbus Standard,PRD-0073,QuickServe Yogurt Pro,Dairy,1,,2.58
RET-000504,2026-02-04,INV-0058693,Providence Express,PRD-0027,ValuBrand Water & Sparkling Plus,Beverages,1,Damaged,1.7
RET-000505,2026-11-24,INV-0072278,Salt Lake City Express,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,2,Incorrect Shipment,23.74
RET-000506,2025-11-08,INV-0011592,Atlanta Flagship,PRD-0088,UrbanHarvest Canned Goods Original 500g,Grocery,1,Damaged,2.34
RET-000507,2026-11-23,INV-0056885,Phoenix Compact,PRD-0127,SunRise Frozen Vegetables Deluxe,Frozen Foods,2,Incorrect Shipment,5.54
RET-000508,2026-10-25,INV-0047174,Columbus Standard,PRD0116,CoastalSelect Frozen Meals Select,Frozen Foods,6,Customer Return,70.39
RET-000509,2026-08-06,INV-0028609,Philadelphia Standard,PRD-0012,PureChoice Carbonated Drinks Lite,Beverages,2,Expired,6.21
RET-000510,2025-02-08,INV-0025349,Denver Standard,PRD-0094,SunRise Canned Goods Value 200g,Grocery,1,Quality Issue,3.79
RET-000511,2026-12-31,INV-0076594,Raleigh Standard,PRD-0053,UrbanHarvest Nots & Seeds Original 400g,Snacks,1,Customer Return,9.3
RET-000512,2025-09-27,INV-0037593,Charlotte Standard,PRD-0038 ,UrbanHarvest Chips & Crisps Deluxe 300g,Snacks,3,Quality Issue,9.39
RET-000513,2025-08-02,INV-0040118,Charlotte Standard,PRD-0096,EverGreen Condiments Premium 500g,Grocery,6,Damaged,45.03
RET-000514,2026-06-28,INV-0059054,Providence Express,PRD-0035,ElitePro Energy Drinks Select,Beverages,1,Expired,2.07
RET-000515,2025-11-03,INV-0025602,Denver Standard,PRD-0101,SunRise Condiments Original 400g,Grocery,6,Incorrect Shipment,18.24
RET-000516,2025-12-01,INV-0039038,Charlotte Standard,PRD-0073,QuickServe Yogurt Pro,Dairy,2,Customer Return,5.43
RET-000517,2026-12-17,INV-0030222,Philadelphia Standard,PRD-0047,EverGreen Chips & Crisps Plus 300g,Snacks,1,Quality Issue,1.44
RET-000518,2025-04-01,INV-0030949,Philadelphia Standard,PRD-0066,OptimaFood Cheese Lite,Dairy,4,Damaged,63.97
RET-000519,2026-01-27,INV-0068969,Nashville Compact,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,5,Expired,37.6
RET-000520,2026-11-15,INV-0055435,Phoenix Compact,PRD-0066,OptimaFood Cheese Lite,Dairy,12,Incorrect Shipment,185.24
RET-000521,2026-11-04,INV-0067689,Nashville Compact,PRD-0022,ElitePro Juices Lite,Beverages,4,Customer Return,13.85
RET-000522,2025-11-10,INV-0058843,Providence Express,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,5,Expired,10.39
RET-000523,2026-06-23,INV-0000361,Boston Flagship,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,4,Customer Return,6.72
RET-000524,2026-05-04,INV-0061889,Providence Express,PRD-0135,BluePeak Vitamins Select,Health & Beauty,2,Quality Issue,17.83
RET-000525,2026-12-26,INV-0063858,Indianapolis Standard,PRD-0039,UrbanHarvest Chips & Crisps Plus 1000g,Snacks,1,Customer Return,4.94
RET-000526,2024-12-29,INV-0036927,Charlotte Standard,PRD-0026,CoastalSelect Water & Sparkling Original,Beverages,4,Damaged,2.8
RET-000527,2026-02-13,INV-0034261,Philadelphia Standard,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,1,Damaged,8.83
RET-000528,2026-08-21,INV-0069569,Nashville Compact,PRD-0109,HomeComfort Pasta & Grains Select 300g,Grocery,6,Quality Issue,30.9
RET-000529,2025-10-31,INV-0030929,Philadelphia Standard,PRD-0065,NaturePath Cheese Classic,Dairy,2,Quality Issue,12.62
RET-000530,2026-06-02,INV-0068910,Nashville Compact,PRD-0078,ValuBrand Yogurt Classic,Dairy,6,Incorrect Shipment,24.66
RET-000531,2025-12-24,INV-0031868,Philadelphia Standard,PRD-0085,BluePeak Canned Goods Value 500g,Grocery,1,Damaged,1.67
RET-000532,2025-12-19,INV-0016501,Chicago Flagship,PRD-0043,naturepath chips & crisps plus 750g,Snacks,8,Expired,9.72
RET-000533,2025-03-07,INV-0044032,Columbus Standard,PRD-0033,NaturePath Energy Drinks Plus,Beverages,1,Customer Return,3.35
RET-000534,2025-11-18,INV-0046535,Columbus Standard,PRD-0099,EverGreen Condiments Original 400g,Grocery,3,Quality Issue,13.78
RET-000535,2026-04-06,INV-0007282,Boston Flagship,PRD-0155,QuickServe Cleaning Products Original,Household,2,Customer Return,6.58
RET-000536,2026-04-04,INV-0021744,Chicago Flagship,PRD-0159,ElitePro Cleaning Products Lite,Household,6,Quality Issue,63.67
RET-000537,2025-05-10,INV-0004703,Boston Flagship,PRD-0098,CoastalSelect Condiments Plus 1000g,Grocery,3,Customer Return,19.32
RET-000538,2025-05-23,INV-0041943,Charlotte Standard,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,2,Damaged,44.06
RET-000539,2026-01-03,INV-0064726,Indianapolis Standard,PRD-0076,ClearSpring Yogurt Plus,Dairy,9,Customer Return,25.53
RET-000540,2025-08-16,INV-0068843,Nashville Compact,PRD-0076,ClearSpring Yogurt Plus,Dairy,3,Expired,8.31
RET-000541,2025-07-30,INV-0000439,Boston Flagship,PRD-0009,CoastalSelect Carbonated Drinks Deluxe,Beverages,1,Incorrect Shipment,2.34
RET-000542,2026-09-18,INV-0073552,Detroit Compact,PRD-0025,ElitePro Water & Sparkling Plus,Beverages,6,Incorrect Shipment,10.48
RET-000543,2026-02-11,INV-0073587,Detroit Compact,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,5,Damaged,8.76
RET-000544,2026-09-10,INV-0054404,Phoenix Compact,PRD-0019,CoastalSelect Juices Deluxe,Beverages,2,Damaged,8.24
RET-000545,2025-06-17,INV-0040553,Charlotte Standard,PRD-0109,HomeComfort Pasta & Grains Select 300g,Grocery,2,Incorrect Shipment,8.79
RET-000546,2026-12-27,INV-0071385,Salt Lake City Express,PRD-0046,ElitePro Chips & Crisps Deluxe 250g,Snacks,1,Expired,1.32
RET-000547,2026-08-22,INV-0016256,Chicago Flagship,PRD-0035,ElitePro Energy Drinks Select,Beverages,2,Customer Return,4.53
RET-000548,2025-04-29,INV-0021024,Chicago Flagship,PRD-0141,UrbanHarvest Vitamins Pro,Health & Beauty,1,Damaged,6.51
RET-000549,2026-08-13,INV-0022559,Denver Standard,PRD-0012,PureChoice Carbonated Drinks Lite,Beverages,1,Damaged,3.23
RET-000550,2026-09-12,INV-0051938,Tampa Compact,PRD-0096,EverGreen Condiments Premium 500g,Grocery,6,Expired,46.12
RET-000551,2026-03-01,INV-0065550,Indianapolis Standard,PRD-0104,GoldCrest Pasta & Grains Classic 750g,Grocery,1,Customer Return,2.06
RET-000552,2026-06-30,INV-0058493,Providence Express,PRD-0018,CoastalSelect Juices Plus,Beverages,1,,1.89
RET-000553,2026-07-09,INV-0042296,Charlotte Standard,PRD-0152,CoastalSelect OTC Medicine Original,Health & Beauty,1,Expired,22.16
RET-000554,2024-12-05,INV-0015438,Chicago Flagship,PRD-0016,FreshFirst Juices Deluxe,Beverages,3,Expired,12.48
RET-000555,2026-06-18,INV-0041896,Charlotte Standard,prd-0139,FreshFirst Vitamins Original,Health & Beauty,6,Customer Return,33.39
RET-000556,2025-10-15,INV-0068958,Nashville Compact,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,4,Customer Return,33.84
RET-000557,2026-12-23,INV-0052491,Tampa Compact,PRD-0115,ClearSpring Frozen Meals Lite,Frozen Foods,1,Expired,15.25
RET-000558,2025-05-23,INV-0042481,Charlotte Standard,PRD-0157,EverGreen Cleaning Products Lite,Household,5,Damaged,48.82
RET-000559,2025-06-24,INV-0052557,Tampa Compact,PRD-0117,GoldCrest Frozen Meals Plus,Frozen Foods,1,Damaged,8.21
RET-000560,2026-01-07,INV-0005745,Boston Flagship,PRD-0121,CoastalSelect Frozen Vegetables Value,Frozen Foods,1,Incorrect Shipment,5.41
RET-000561,2026-11-18,INV-0033226,Philadelphia Standard,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,3,Damaged,35.16
RET-000562,2026-04-07,INV-0004849,Boston Flagship,PRD-0102,ClearSpring Condiments Lite 750g,Grocery,1,Damaged,2.94
RET-000563,2026-06-17,INV-0002810,Boston Flagship,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,1,Damaged,2.73
RET-000564,2025-03-09,INV-0051429,Tampa Compact,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,2,Customer Return,16.31
RET-000565,2026-09-04,INV-0006935,Boston Flagship,PRD-0146,UrbanHarvest Personal Care Lite,Health & Beauty,1,Customer Return,3.84
RET-000566,2026-06-03,INV-0032434,Philadelphia Standard,PRD-0094,SunRise Canned Goods Value 200g,Grocery,1,Damaged,4.12
RET-000567,2025-11-04,INV-0043494,Columbus Standard,PRD-0018,CoastalSelect Juices Plus,Beverages,2,Damaged,3.92
RET-000568,2025-11-02,INV-0017582,Chicago Flagship,PRD-0070,EverGreen Cheese Lite,Dairy,1,Customer Return,6.81
RET-000569,2026-12-15,INV-0064344,Indianapolis Standard,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,9,Customer Return,24.2
RET-000570,2026-08-23,INV-0042014,Charlotte Standard,PRD-0142,GoldCrest Personal Care Pro,Health & Beauty,1,Expired,8.34
RET-000571,2026-04-28,INV-0079451,Hartford Express,PRD-0155,QuickServe Cleaning Products Original,Household,1,Expired,3.16
RET-000572,2026-02-08,INV-0061027,Providence Express,PRD-0106,NaturePath Pasta & Grains Value 750g,Grocery,2,Damaged,7.8
RET-000573,2025-12-24,INV-0014111,Atlanta Flagship,PRD-0151,HomeComfort OTC Medicine Deluxe,Health & Beauty,1,Customer Return,19.54
RET-000574,2026-10-06,INV-0049371,Tampa Compact,PRD-0015,QuickServe Juices Premium,Beverages,3,Quality Issue,11.55
RET-000575,2025-08-31,INV-0064026,Indianapolis Standard,PRD-0047,EverGreen Chips & Crisps Plus 300g,Snacks,1,Quality Issue,1.35
RET-000576,2026-02-12,INV-0061913,Providence Express,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,2,Customer Return,18.9
RET-000577,2026-09-25,INV-0019012,Chicago Flagship,PRD-0096,EverGreen Condiments Premium 500g,Grocery,1,Damaged,7.77
RET-000578,2026-09-29,INV-0079273,Hartford Express,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,1,Customer Return,9.68
RET-000579,2026-05-07,INV-0058389,Providence Express,PRD-0015,QuickServe Juices Premium,Beverages,5,Damaged,21.93
